platform,post_type,post_length,views,likes,comments,shares,engagement_rate
Instagram,Video,55,102216,7859,1177,239,0.09073921890897707
Facebook,Video,30,185870,2201,116,207,0.013579383440038737
Facebook,Text,101,118283,1491,102,112,0.014414581977122663
Facebook,Video,66,247959,17585,2726,2153,0.09059562266342419
Instagram,Video,65,265474,19979,2580,1890,0.09209564778471714
Instagram,Text,30,217911,18768,1732,1983,0.10317514948763486
Facebook,Text,41,234654,10785,830,1156,0.054424812702958396
Twitter,Text,34,47820,2155,315,208,0.05600167294019239
Facebook,Image,99,101235,6045,488,133,0.06584679211735071
Facebook,Image,101,228328,17845,3527,2287,0.10361847867979398
Facebook,Video,15,167290,11323,2042,1575,0.08930599557654373
Facebook,Video,57,12990,512,35,45,0.04557351809083911
Instagram,Video,45,17778,732,130,25,0.0498931263359208
Twitter,Image,9,173212,13626,1386,1432,0.09493568574925525
Facebook,Video,70,103196,5997,740,403,0.06918872824528083
Twitter,Video,17,89448,1683,120,49,0.020704767015472678
Twitter,Image,67,184678,4389,297,575,0.028487421349592264
Twitter,Text,86,94334,8169,1468,919,0.11190026925604767
Facebook,Image,94,203416,20319,2935,2532,0.12676485625516185
Instagram,Video,29,80012,3217,383,397,0.04995500674898765
Facebook,Image,48,62871,2816,156,187,0.05024574127976333
Twitter,Text,18,118445,2831,533,234,0.030376968213094685
Twitter,Text,73,162012,5057,538,254,0.03610226402982495
Instagram,Text,63,225028,10850,1220,1281,0.05933039443980305
Facebook,Text,60,32590,1160,108,102,0.04203743479594968
Twitter,Text,110,184589,13498,2479,1410,0.09419304508936069
Instagram,Text,56,72145,4213,428,279,0.06819599417839074
Twitter,Video,70,162369,13640,1038,1477,0.09949559337065574
Instagram,Video,72,163938,12329,1542,1322,0.092675279678903
Instagram,Image,16,126909,2732,456,328,0.02770489090608231
Facebook,Video,79,36991,780,82,31,0.024141007272039144
Twitter,Text,72,3907,354,52,35,0.11287432812899924
Facebook,Video,47,214586,17972,1718,2414,0.10300765194374284
Twitter,Image,77,159010,8286,1308,267,0.06201496761209987
Facebook,Text,78,79479,1727,259,250,0.028133217579486405
Twitter,Video,95,138882,12620,1919,593,0.10895580420788871
Facebook,Video,10,244537,7522,1104,1066,0.03963408400364771
Instagram,Image,19,248439,3278,240,435,0.01591135047234935
Twitter,Text,46,60612,5647,1034,678,0.12141160166303702
Twitter,Image,35,39705,3287,453,155,0.09809847626243547
Instagram,Text,90,284759,20620,2213,992,0.08366724142169343
Facebook,Text,57,244636,3195,242,171,0.014748442584084108
Twitter,Video,10,77475,4459,747,558,0.07439819296547273
Twitter,Image,37,111054,7643,965,339,0.0805644101067949
Facebook,Image,33,98490,7715,556,736,0.09145090872169763
Instagram,Image,25,266499,13963,2628,1690,0.06859688028848138
Facebook,Text,58,69273,6636,437,530,0.10975416107285667
Facebook,Image,60,89356,2862,368,370,0.0402882850619992
Facebook,Text,98,51703,841,119,78,0.020076204475562347
Twitter,Image,25,110447,4412,881,429,0.05180765435005025
Instagram,Image,104,195197,13578,965,1466,0.08201458014211284
Instagram,Video,59,185753,14181,2014,1843,0.09710744913944862
Facebook,Image,62,211929,16205,1969,333,0.0873264159223136
Twitter,Video,68,34567,689,61,48,0.023085601874620304
Facebook,Video,90,7418,665,127,96,0.11970881639255865
Twitter,Text,50,44164,1557,262,51,0.04234217915043927
Twitter,Image,88,3986,115,19,5,0.03487205218263924
Twitter,Image,26,40593,2650,489,249,0.08346266597689257
Twitter,Image,64,35983,1045,165,137,0.03743434399577578
Instagram,Video,108,117194,6530,822,213,0.0645510862330836
Twitter,Image,15,165061,7697,836,157,0.05264720315519717
Twitter,Text,51,100548,3105,483,339,0.03905597326649958
Facebook,Text,35,128605,4666,655,455,0.04491271723494421
Facebook,Image,119,49887,2417,317,133,0.05746988193316896
Instagram,Video,108,278387,11456,1585,1655,0.05278982136378495
Facebook,Text,81,3132,138,20,12,0.05427841634738186
Twitter,Text,22,148628,11323,2211,1202,0.09914686330973975
Facebook,Video,26,67397,1695,276,117,0.03098060744543526
Instagram,Text,60,195512,12998,993,1817,0.08085437211015181
Facebook,Video,21,167927,11928,1431,666,0.0835184336050784
Facebook,Text,42,12839,1055,160,123,0.1042137238102656
Instagram,Video,29,244459,21086,1609,741,0.09586883690107544
Instagram,Text,36,195136,4737,899,425,0.031060388652017056
Twitter,Image,19,176292,3956,243,376,0.025951262677829965
Facebook,Text,17,82364,5380,762,239,0.07747316788888349
Twitter,Text,62,174150,13605,2671,844,0.09830605799598048
Facebook,Image,94,235279,8119,1292,350,0.04148691553432308
Facebook,Image,54,128688,7377,1118,957,0.07344896183016288
Twitter,Image,15,68430,5440,1085,573,0.10372643577378343
Facebook,Image,17,4265,337,56,26,0.09824150058616647
Facebook,Video,101,156879,10800,2111,996,0.0886479388573359
Facebook,Video,54,230751,3943,610,255,0.020836312735372762
Instagram,Text,105,185586,2701,404,204,0.01783000872910672
Twitter,Text,42,189388,8514,1399,855,0.05685682302997022
Instagram,Text,5,69817,865,67,41,0.013936433819843304
Twitter,Video,43,97948,8949,1529,334,0.11038510229917915
Twitter,Text,31,165301,1952,381,278,0.015795427734859438
Facebook,Text,40,166820,2112,299,107,0.015094113415657594
Twitter,Video,36,174345,4337,224,365,0.028254323324442915
Instagram,Text,45,59784,3971,241,472,0.07834872206610465
Instagram,Video,19,241710,14198,1209,1310,0.06916139175044475
Instagram,Video,35,257673,17870,2209,1832,0.08503413240812968
Twitter,Image,10,146446,13241,1483,546,0.10427051609466971
Instagram,Image,93,132247,6737,1326,480,0.06459881887679872
Twitter,Video,117,48116,671,128,73,0.01812286973148225
Instagram,Video,56,216983,17079,1860,807,0.09100252093481978
Instagram,Image,86,64133,5327,901,441,0.10398702695959958
Twitter,Text,26,79338,1149,167,110,0.017973732637575943
Instagram,Text,35,193350,6159,532,755,0.03851047323506594
Facebook,Text,104,170534,13532,2566,651,0.0982150187059472
Twitter,Video,77,192696,8450,751,1243,0.054199360650973555
Twitter,Image,50,52141,2739,494,399,0.0696572754646056
Twitter,Text,71,87600,7365,1072,159,0.09812785388127854
Facebook,Image,101,144727,2679,383,181,0.022407705542158686
Twitter,Image,95,43864,3112,546,89,0.08542312602589823
Instagram,Video,47,221989,6515,808,398,0.03478100266229408
Instagram,Text,5,247407,3869,688,382,0.019963056825392976
Instagram,Image,48,169750,11818,1566,1171,0.08574374079528718
Twitter,Video,61,24970,522,103,16,0.02567080496595915
Instagram,Video,13,197758,15272,2275,1649,0.09706813377967011
Twitter,Video,9,151307,4273,453,555,0.03490254912198378
Instagram,Text,83,83399,1198,197,122,0.018189666542764302
Facebook,Text,118,113261,2144,271,129,0.022461394478240523
Facebook,Video,13,201223,17247,2947,350,0.1020956848869165
Facebook,Text,49,210190,9119,1596,951,0.05550216470812122
Facebook,Text,96,95874,3566,508,385,0.04650895967624173
Twitter,Image,81,142469,7722,1396,865,0.07007138395019268
Instagram,Video,28,34655,2320,256,58,0.07600634829029
Facebook,Video,113,239245,3191,187,278,0.015281406089991432
Twitter,Text,78,67446,6126,915,451,0.11108145775879963
Facebook,Video,46,46639,4489,739,537,0.12360899676236627
Facebook,Video,26,21830,1038,63,118,0.055840586349060924
Twitter,Video,107,10014,472,78,67,0.0616137407629319
Twitter,Text,64,194803,17351,2531,2371,0.11423335369578497
Instagram,Text,90,179133,8712,587,806,0.056410599945292045
Instagram,Text,41,157931,13749,1800,2027,0.11128910726836404
Facebook,Image,43,219661,2756,182,108,0.013866822057625159
Facebook,Video,88,79758,4312,423,90,0.06049549888412448
Instagram,Image,78,154980,14834,2530,504,0.11529229578010065
Instagram,Text,78,164765,5396,351,357,0.03704670287985919
Twitter,Image,94,91418,3104,369,366,0.04199391804677416
Instagram,Video,93,229491,15309,2156,1068,0.08075697957654113
Instagram,Video,57,214948,20066,3834,2437,0.12252730893053204
Facebook,Text,32,46702,1302,209,151,0.03558734101323284
Instagram,Text,81,154417,14352,1017,1769,0.11098518945452897
Facebook,Image,19,25687,1789,349,79,0.08630824930898898
Instagram,Text,64,296725,29486,3588,2567,0.12011458421096975
Twitter,Image,64,170465,13003,1371,1464,0.09291056815182003
Instagram,Video,10,275436,19308,1338,1099,0.07894755950565649
Instagram,Video,56,286772,23899,4541,3081,0.1099165887883057
Instagram,Video,16,150750,3883,535,471,0.03243117744610282
Facebook,Video,23,172887,16448,3259,585,0.11737146228461365
Twitter,Video,100,28477,709,53,34,0.027952382624574217
Instagram,Image,79,225598,2777,366,141,0.014556866638888643
Facebook,Video,106,23010,1675,111,224,0.08735332464146023
Twitter,Image,101,67146,1786,229,79,0.031185774282905906
Facebook,Video,6,61133,4785,877,482,0.10050218376327025
Facebook,Image,59,241934,19730,1310,561,0.08928468094604314
Twitter,Image,19,42643,1334,120,122,0.036958000140703044
Instagram,Image,68,184065,3277,499,125,0.021193600086925814
Facebook,Text,104,244191,13448,826,1275,0.06367556543852967
Facebook,Image,73,237855,21435,2531,1453,0.10686762943810305
Instagram,Image,19,161150,13900,1389,1372,0.10338814768848899
Instagram,Video,47,70708,1452,255,103,0.025598234994625785
Twitter,Image,78,19270,1865,106,244,0.11494551115723924
Twitter,Image,21,95644,3228,579,382,0.043797833633055915
Twitter,Text,102,83580,3463,538,449,0.05324240248863364
Instagram,Video,28,142335,3332,315,162,0.02676081076334001
Facebook,Text,78,23752,1045,83,41,0.049216908049848435
Facebook,Text,34,14621,982,189,90,0.08624581082005335
Twitter,Text,71,44369,2464,327,328,0.07029682886700174
Instagram,Image,55,77592,6554,666,225,0.0959506134653057
Facebook,Text,64,63267,4284,242,215,0.07493638073561257
Twitter,Text,105,88873,2996,224,350,0.04016968033035905
Facebook,Video,7,127790,7689,1074,618,0.07340949996087331
Facebook,Video,108,17245,272,34,26,0.01925195708901131
Instagram,Video,9,299820,18670,3055,1809,0.07849376292442133
Instagram,Video,32,118982,5362,939,394,0.05626901548133331
Facebook,Text,112,199868,3768,412,421,0.023020193327596212
Twitter,Video,82,185576,6990,455,914,0.04504354011294564
Instagram,Image,107,137424,12481,2105,1722,0.11866922808243102
Facebook,Text,15,8243,517,68,13,0.07254640300861337
Instagram,Video,76,181405,16561,3262,1523,0.11767040599762961
Instagram,Text,105,64484,3028,513,76,0.05609143353389988
Instagram,Video,76,89926,8821,876,1209,0.12127749482908169
Facebook,Text,80,96730,4101,468,310,0.050439367311072056
Twitter,Video,19,51974,4059,346,556,0.09545157193981606
Twitter,Image,87,98383,3688,467,163,0.04388969639063659
Twitter,Video,52,67702,1322,207,54,0.023381879412720453
Instagram,Text,50,115827,9842,1396,1359,0.10875702556398767
Facebook,Text,32,151511,11913,1206,1691,0.0977486783137858
Instagram,Image,11,9286,778,134,93,0.10822743915571828
Twitter,Text,108,71543,2645,173,129,0.041192010399340256
Twitter,Image,75,16992,1246,88,52,0.0815677966101695
Facebook,Text,98,65052,1938,214,227,0.03657074340527578
Instagram,Text,86,242134,2667,414,273,0.013851834108386266
Twitter,Image,92,142795,12563,1936,1675,0.1132672712629994
Facebook,Text,10,96640,5519,579,308,0.06628725165562914
Instagram,Text,62,70183,6915,1068,403,0.1194876252083838
Instagram,Image,119,150662,6727,397,774,0.05242197767187479
Twitter,Video,72,83174,7994,747,438,0.11035900642027556
Twitter,Image,59,47002,3071,473,246,0.08063486660142122
Instagram,Text,71,227156,12743,988,1116,0.06536036908556235
Instagram,Video,53,242265,9025,739,965,0.04428621550781169
Twitter,Video,55,145088,12227,770,791,0.09503198059108954
Instagram,Video,63,184255,15586,1631,2050,0.1045670402431413
Twitter,Image,115,137816,6549,1137,473,0.05920212457189296
Instagram,Video,10,115269,8697,1525,220,0.09058810261215071
Twitter,Video,94,101306,5090,912,146,0.06068742226521628
Facebook,Video,112,180429,13815,766,2021,0.0920140332208237
Twitter,Text,55,32239,3207,638,323,0.129284407084587
Twitter,Image,42,98001,3295,413,276,0.04065264640156733
Facebook,Image,15,146994,9858,1783,1311,0.08811243996353593
Instagram,Text,56,65631,2900,538,328,0.05738142036537612
Facebook,Video,97,18373,1090,138,47,0.06939530833287977
Twitter,Text,24,7156,634,36,13,0.09544438233650084
Instagram,Text,14,174623,7208,1006,1064,0.053131603511564915
Facebook,Video,30,41463,684,68,69,0.019800786243156548
Instagram,Video,52,115661,9473,767,776,0.0952438592092408
Instagram,Image,95,145725,8736,675,1247,0.07313775947846972
Facebook,Video,118,222406,11219,1502,762,0.060623364477577046
Instagram,Text,18,290212,7690,505,876,0.03125646079417805
Facebook,Text,104,168859,3099,536,331,0.02348705132684666
Twitter,Video,63,158745,5569,468,601,0.041815490251661466
Instagram,Image,16,152227,11371,1505,1228,0.09265110657110762
Twitter,Text,27,2570,120,8,2,0.05058365758754864
Twitter,Video,89,108226,6636,1187,843,0.08007318019699518
Instagram,Image,76,86736,1507,231,210,0.022458955912193324
Facebook,Image,43,191564,4040,327,316,0.02444613810528074
Instagram,Text,13,147841,1628,256,151,0.013764787846402554
Twitter,Text,92,40921,2888,180,179,0.07934801202316659
Twitter,Image,99,152147,5142,852,627,0.04351712488580123
Facebook,Image,29,92589,8983,1109,1039,0.1202194645152232
Instagram,Image,21,15301,577,39,66,0.04457225017972682
Twitter,Video,46,126798,5417,718,625,0.053313143740437545
Twitter,Text,33,188073,9827,787,475,0.05896114806484716
Twitter,Image,64,181431,7025,1060,243,0.04590174777188022
Facebook,Text,71,58119,4856,758,293,0.10163629794043257
Twitter,Text,89,71191,6325,1038,599,0.11183997977272409
Twitter,Text,61,18347,201,37,14,0.013735215566577643
Instagram,Image,76,126359,8708,1290,456,0.08273253191304142
Instagram,Video,18,27053,1940,240,44,0.08220899715373527
Twitter,Image,43,61056,5893,1049,210,0.11713836477987422
Twitter,Text,20,60688,2629,486,88,0.052778143949380435
Instagram,Image,22,131385,3622,605,522,0.03614567873044868
Facebook,Image,99,146376,8321,1592,1008,0.0746092255561021
Facebook,Text,79,107816,5420,1067,194,0.06196668398011427
Facebook,Text,106,34403,2795,245,225,0.09490451414120861
Facebook,Image,24,116547,10647,825,1118,0.10802508859086891
Facebook,Image,50,110078,1959,229,283,0.022447718890241466
Facebook,Image,49,105654,9106,1817,500,0.10811706135120298
Facebook,Image,8,79418,7291,461,396,0.10259638872799617
Facebook,Video,88,171496,15978,2505,1499,0.1165158371040724
Instagram,Image,99,133391,10509,1866,1381,0.10312539826525027
Facebook,Video,24,208119,15980,3187,900,0.09642079771669093
Facebook,Text,15,220307,2498,357,90,0.013367709605232697
Facebook,Video,118,155250,14409,1541,786,0.10780032206119163
Twitter,Text,69,150893,6282,470,492,0.04800752851358247
Instagram,Video,112,5714,78,15,5,0.017150857542877145
Instagram,Text,22,249465,11766,2219,1552,0.06228128194335879
Instagram,Image,43,249539,18954,3235,2702,0.09974793519249496
Facebook,Video,48,132196,6580,1260,455,0.0627477382069049
Facebook,Video,101,117312,9176,542,1165,0.09276970812875068
Twitter,Text,104,74882,4181,605,120,0.06551641248898267
Instagram,Text,22,160196,5918,539,544,0.04370271417513546
Facebook,Video,51,223656,6320,1041,809,0.0365293128733412
Instagram,Text,35,91951,4404,283,327,0.05452904264227686
Twitter,Image,103,19511,257,22,9,0.014760904105376454
Twitter,Video,43,56588,2717,482,154,0.05925284512617516
Twitter,Image,42,79567,1287,209,108,0.020159111189312153
Instagram,Video,83,147287,13098,2603,1698,0.11812990963221466
Facebook,Image,51,145923,9017,1321,1057,0.0780891291982758
Facebook,Video,74,167622,11422,1090,352,0.07674410280273472
Twitter,Text,12,118867,4278,565,389,0.044015580438641504
Facebook,Video,108,58958,1787,342,238,0.040147223447199704
Twitter,Image,90,134250,9895,1462,940,0.0915977653631285
Instagram,Video,69,204014,14370,2618,408,0.08526865803327223
Twitter,Image,17,179386,3774,201,479,0.024829139397723344
Instagram,Image,59,89727,2824,297,389,0.03911865993513658
Twitter,Image,92,112756,10733,2042,757,0.12001135194579446
Facebook,Text,89,218756,8176,456,493,0.04171314158240231
Facebook,Video,113,34146,420,53,38,0.014965149651496515
Twitter,Image,47,70260,1105,112,163,0.01964133219470538
Facebook,Text,8,169375,13515,1985,1741,0.10179188191881919
Facebook,Image,75,209748,16390,1218,2055,0.09374582832732613
Facebook,Video,64,188085,8344,1234,376,0.05292288061248904
Instagram,Text,16,90066,2142,425,292,0.031743388181999864
Facebook,Image,63,222570,12203,1106,1126,0.06485600035943748
Instagram,Image,81,80547,3211,382,446,0.05014463605100128
Twitter,Image,58,57103,2492,135,260,0.050557764040418195
Facebook,Video,48,220214,7374,848,947,0.04163677150408239
Facebook,Text,20,146736,2297,254,95,0.018032384690873406
Facebook,Text,10,117008,9501,1279,1062,0.1012067550936688
Twitter,Text,18,70624,4635,410,247,0.07493203443588582
Instagram,Image,119,46456,3954,392,165,0.09710263475116239
Instagram,Text,116,275808,15248,2157,1442,0.06833376841861005
Facebook,Image,62,111384,10987,2046,1080,0.12670581052933994
Twitter,Video,35,185606,17934,1529,1502,0.11295432259732983
Twitter,Text,104,108229,3729,565,117,0.04075617440796829
Twitter,Image,105,68696,3079,395,159,0.052885175264935365
Twitter,Text,45,143786,11178,734,565,0.0867747903133824
Twitter,Text,39,6312,504,67,30,0.09521546261089987
Instagram,Video,14,111691,10271,1605,1044,0.11567628546615215
Instagram,Text,85,121936,8381,1171,644,0.08361763548090802
Instagram,Video,119,186775,9854,647,1437,0.06391647704457235
Facebook,Text,110,38215,1681,299,37,0.05278032186314274
Twitter,Text,34,89564,4274,239,205,0.05267741503282569
Facebook,Text,48,230917,19982,1706,1889,0.10210162092873197
Twitter,Text,59,104613,10273,1462,1379,0.12535726917304732
Instagram,Text,75,127184,1866,154,45,0.016236319033840735
Facebook,Text,22,175150,10898,711,1469,0.07466742791892664
Instagram,Video,87,41264,2343,297,201,0.06884936021713843
Twitter,Video,83,167556,7347,1163,897,0.05614242402540046
